      TIME      TAMB     T_AIR     T_OP     1_T_AIR    1_T_OP      2_T_AIR    2_T_OP      3_T_AIR    3_T_OP    
      [HR]       [C]      [C]       [C]       [C]      [C]        [C]      [C]        [C]      [C]    
      0.00      0.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00
      1.00      6.61     19.47     19.47     19.25     19.25     19.35     19.35     20.03     20.03
      2.00      6.51     18.79     18.79     18.40     18.40     18.63     18.63     19.73     19.73
      3.00      6.30     18.23     18.23     17.79     17.79     18.11     18.11     19.24     19.24
      4.00      6.10     17.57     17.57     17.02     17.02     17.44     17.44     18.80     18.80
      5.00      5.90     17.00     17.00     16.39     16.39     16.89     16.89     18.33     18.33
      6.00      5.70     16.42     16.42     15.74     15.74     16.32     16.32     17.90     17.90
      7.00      5.50     15.94     15.94     15.23     15.23     15.81     15.81     17.47     17.47
      8.00      5.30     17.96     17.96     17.50     17.50     19.77     19.77     17.07     17.07
      9.00      5.28     19.82     19.82     20.00     20.00     22.59     22.59     16.69     16.69
     10.00      5.99     19.87     19.87     20.00     20.00     23.08     23.08     16.40     16.40
     11.00      6.83     20.22     20.22     20.00     20.00     24.64     24.64     16.22     16.22
     12.00      7.93     20.32     20.32     20.00     20.00     25.15     25.15     16.14     16.14
     13.00      9.16     20.71     20.71     20.35     20.35     26.00     26.00     16.14     16.14
     14.00      9.83     20.92     20.92     20.76     20.76     26.00     26.00     16.19     16.19
     15.00      9.65     20.76     20.76     20.40     20.40     26.00     26.00     16.23     16.23
     16.00      9.35     20.57     20.57     20.00     20.00     26.00     26.00     16.27     16.27
     17.00      8.80     20.57     20.57     20.00     20.00     26.00     26.00     16.28     16.28
     18.00      8.25     20.85     20.85     20.56     20.56     26.00     26.00     16.28     16.28
     19.00      7.95     21.03     21.03     20.92     20.92     26.00     26.00     16.27     16.27
     20.00      7.65     21.05     21.05     20.97     20.97     26.00     26.00     16.26     16.26
     21.00      7.35     21.13     21.13     21.15     21.15     26.00     26.00     16.24     16.24
     22.00      7.05     21.15     21.15     21.20     21.20     26.00     26.00     16.21     16.21
     23.00      6.75     19.76     19.76     19.41     19.41     24.04     24.04     16.18     16.18
     24.00      6.51     18.60     18.60     18.00     18.00     22.28     22.28     16.13     16.13
     25.00      6.16     18.17     18.17     17.58     17.58     21.48     21.48     16.05     16.05
     26.00      5.70     17.39     17.39     16.66     16.66     20.28     20.28     15.94     15.94
     27.00      5.30     16.87     16.87     16.12     16.12     19.46     19.46     15.79     15.79
     28.00      4.85     16.24     16.24     15.40     15.40     18.52     18.52     15.61     15.61
     29.00      4.40     15.84     15.84     15.10     15.10     17.74     17.74     15.40     15.40
     30.00      4.00     15.53     15.53     15.00     15.00     16.95     16.95     15.17     15.17
     31.00      3.56     15.29     15.29     15.00     15.00     16.23     16.23     14.91     14.91
     32.00      3.07     17.37     17.37     17.50     17.50     19.83     19.83     14.64     14.64
     33.00      2.99     19.19     19.19     20.00     20.00     22.39     22.39     14.38     14.38
     34.00      3.76     19.24     19.24     20.00     20.00     22.75     22.75     14.21     14.21
     35.00      4.10     19.54     19.54     20.00     20.00     24.07     24.07     14.08     14.08
     36.00      4.35     19.64     19.64     20.00     20.00     24.56     24.56     14.01     14.01
     37.00      4.90     19.94     19.94     20.00     20.00     25.75     25.75     14.01     14.01
     38.00      5.51     20.01     20.01     20.00     20.00     26.00     26.00     14.04     14.04
     39.00      5.99     20.03     20.03     20.00     20.00     26.00     26.00     14.12     14.12
     40.00      5.72     20.04     20.04     20.00     20.00     26.00     26.00     14.17     14.17
     41.00      5.15     20.05     20.05     20.00     20.00     26.00     26.00     14.20     14.20
     42.00      4.85     20.06     20.06     20.00     20.00     26.00     26.00     14.22     14.22
     43.00      4.75     20.06     20.06     20.00     20.00     26.00     26.00     14.25     14.25
     44.00      4.65     20.07     20.07     20.00     20.00     26.00     26.00     14.27     14.27
     45.00      4.50     20.07     20.07     20.00     20.00     26.00     26.00     14.29     14.29
     46.00      4.35     20.08     20.08     20.00     20.00     26.00     26.00     14.31     14.31
     47.00      4.25     18.56     18.56     18.17     18.17     23.59     23.59     14.32     14.32
     48.00      4.15     17.34     17.34     16.74     16.74     21.57     21.57     14.32     14.32
     49.00      4.04     16.92     16.92     16.29     16.29     20.78     20.78     14.30     14.30
     50.00      4.00     16.12     16.12     15.39     15.39     19.47     19.47     14.24     14.24
     51.00      4.00     15.79     15.79     15.17     15.17     18.65     18.65     14.17     14.17
     52.00      4.00     15.44     15.44     15.00     15.00     17.69     17.69     14.07     14.07
     53.00      4.00     15.22     15.22     15.00     15.00     16.93     16.93     13.96     13.96
     54.00      3.95     15.00     15.00     15.00     15.00     16.16     16.16     13.83     13.83
     55.00      3.90     14.80     14.80     15.00     15.00     15.50     15.50     13.69     13.69
     56.00      3.90     16.95     16.95     17.50     17.50     19.27     19.27     13.54     13.54
     57.00      3.96     18.84     18.84     20.00     20.00     21.97     21.97     13.41     13.41
     58.00      4.64     18.93     18.93     20.00     20.00     22.38     22.38     13.34     13.34
     59.00      5.52     19.31     19.31     20.00     20.00     23.86     23.86     13.36     13.36
     60.00      6.07     19.48     19.48     20.00     20.00     24.49     24.49     13.42     13.42
     61.00      6.55     19.82     19.82     20.00     20.00     25.74     25.74     13.52     13.52
     62.00      7.15     19.92     19.92     20.00     20.00     26.00     26.00     13.67     13.67
     63.00      7.01     19.95     19.95     20.00     20.00     26.00     26.00     13.80     13.80
     64.00      6.65     19.98     19.98     20.00     20.00     26.00     26.00     13.91     13.91
     65.00      6.23     20.00     20.00     20.00     20.00     26.00     26.00     14.01     14.01
     66.00      5.90     20.02     20.02     20.00     20.00     26.00     26.00     14.09     14.09
     67.00      5.70     20.05     20.05     20.01     20.01     26.00     26.00     14.17     14.17
     68.00      5.50     20.10     20.10     20.07     20.07     26.00     26.00     14.23     14.23
     69.00      5.30     20.14     20.14     20.14     20.14     26.00     26.00     14.29     14.29
     70.00      5.10     20.17     20.17     20.18     20.18     26.00     26.00     14.34     14.34
     71.00      4.90     18.69     18.69     18.36     18.36     23.67     23.67     14.38     14.38
     72.00      4.69     17.49     17.49     16.94     16.94     21.68     21.68     14.40     14.40
     73.00      4.25     17.06     17.06     16.49     16.49     20.88     20.88     14.37     14.37
     74.00      3.75     16.24     16.24     15.55     15.55     19.56     19.56     14.30     14.30
     75.00      3.25     15.84     15.84     15.24     15.24     18.69     18.69     14.19     14.19
     76.00      2.70     15.43     15.43     15.00     15.00     17.67     17.67     14.03     14.03
     77.00      2.15     15.17     15.17     15.00     15.00     16.84     16.84     13.84     13.84
     78.00      1.65     14.90     14.90     15.00     15.00     15.97     15.97     13.62     13.62
     79.00      1.15     14.67     14.67     15.00     15.00     15.31     15.31     13.38     13.38
     80.00      0.65     16.71     16.71     17.50     17.50     18.73     18.73     13.12     13.12
     81.00      0.44     18.52     18.52     20.00     20.00     21.23     21.23     12.86     12.86
     82.00      1.35     18.56     18.56     20.00     20.00     21.56     21.56     12.70     12.70
     83.00      2.09     18.86     18.86     20.00     20.00     22.81     22.81     12.62     12.62
     84.00      2.92     19.00     19.00     20.00     20.00     23.39     23.39     12.60     12.60
     85.00      3.82     19.33     19.33     20.00     20.00     24.65     24.65     12.66     12.66
     86.00      4.36     19.55     19.55     20.00     20.00     25.45     25.45     12.75     12.75
     87.00      4.78     19.70     19.70     20.00     20.00     25.95     25.95     12.87     12.87
     88.00      4.99     19.75     19.75     20.00     20.00     26.00     26.00     12.99     12.99
     89.00      4.52     19.77     19.77     20.00     20.00     26.00     26.00     13.09     13.09
     90.00      3.78     19.79     19.79     20.00     20.00     26.00     26.00     13.15     13.15
     91.00      3.25     19.80     19.80     20.00     20.00     26.00     26.00     13.20     13.20
     92.00      2.75     19.81     19.81     20.00     20.00     26.00     26.00     13.23     13.23
     93.00      2.25     19.81     19.81     20.00     20.00     26.00     26.00     13.24     13.24
     94.00      1.75     19.81     19.81     20.00     20.00     26.00     26.00     13.23     13.23
     95.00      1.25     18.03     18.03     17.83     17.83     23.24     23.24     13.20     13.20
     96.00      0.70     16.60     16.60     16.14     16.14     20.96     20.96     13.14     13.14
     97.00      0.15     16.19     16.19     15.81     15.81     20.09     20.09     13.05     13.05
     98.00     -0.35     15.37     15.37     15.00     15.00     18.59     18.59     12.90     12.90
     99.00     -0.85     15.09     15.09     15.00     15.00     17.64     17.64     12.72     12.72
    100.00     -1.35     14.75     14.75     15.00     15.00     16.49     16.49     12.51     12.51
    101.00     -1.85     14.46     14.46     15.00     15.00     15.57     15.57     12.26     12.26
    102.00     -2.35     14.25     14.25     15.00     15.00     15.00     15.00     11.99     11.99
    103.00     -2.85     14.17     14.17     15.00     15.00     15.00     15.00     11.69     11.69
    104.00     -3.35     16.00     16.00     17.50     17.50     17.59     17.59     11.39     11.39
    105.00     -3.47     17.80     17.80     20.00     20.00     20.09     20.09     11.10     11.10
    106.00     -1.91     17.83     17.83     20.00     20.00     20.39     20.39     10.94     10.94
    107.00      0.19     18.05     18.05     20.00     20.00     21.27     21.27     10.94     10.94
    108.00      2.53     18.34     18.34     20.00     20.00     22.32     22.32     11.05     11.05
    109.00      4.46     18.89     18.89     20.33     20.33     23.63     23.63     11.27     11.27
    110.00      5.53     19.68     19.68     21.22     21.22     24.76     24.76     11.52     11.52
    111.00      5.89     19.73     19.73     20.88     20.88     25.38     25.38     11.79     11.79
    112.00      4.93     19.45     19.45     20.00     20.00     25.82     25.82     12.00     12.00
    113.00      3.42     19.53     19.53     20.00     20.00     26.00     26.00     12.13     12.13
    114.00      2.65     19.56     19.56     20.00     20.00     26.00     26.00     12.24     12.24
    115.00      2.35     19.58     19.58     20.00     20.00     26.00     26.00     12.33     12.33
    116.00      2.01     19.60     19.60     20.00     20.00     26.00     26.00     12.41     12.41
    117.00      1.65     19.62     19.62     20.00     20.00     26.00     26.00     12.47     12.47
    118.00      1.30     19.63     19.63     20.00     20.00     26.00     26.00     12.51     12.51
    119.00      0.96     17.81     17.81     17.80     17.80     23.11     23.11     12.53     12.53
    120.00      0.60     16.37     16.37     16.09     16.09     20.77     20.77     12.53     12.53
    121.00      0.21     16.00     16.00     15.79     15.79     19.94     19.94     12.48     12.48
    122.00     -0.24     15.21     15.21     15.00     15.00     18.43     18.43     12.39     12.39
    123.00     -0.75     14.94     14.94     15.00     15.00     17.49     17.49     12.26     12.26
    124.00     -1.25     14.61     14.61     15.00     15.00     16.34     16.34     12.08     12.08
    125.00     -1.70     14.34     14.34     15.00     15.00     15.50     15.50     11.88     11.88
    126.00     -2.15     14.16     14.16     15.00     15.00     15.00     15.00     11.64     11.64
    127.00     -2.65     14.10     14.10     15.00     15.00     15.00     15.00     11.39     11.39
    128.00     -3.15     15.92     15.92     17.50     17.50     17.57     17.57     11.12     11.12
    129.00     -3.36     17.73     17.73     20.00     20.00     20.07     20.07     10.85     10.85
    130.00     -2.52     17.79     17.79     20.00     20.00     20.47     20.47     10.67     10.67
    131.00     -0.98     17.98     17.98     20.00     20.00     21.28     21.28     10.63     10.63
    132.00      0.35     18.20     18.20     20.00     20.00     22.13     22.13     10.66     10.66
    133.00      0.44     18.44     18.44     20.00     20.00     23.05     23.05     10.70     10.70
    134.00      0.44     18.63     18.63     20.00     20.00     23.75     23.75     10.76     10.76
    135.00      0.72     18.76     18.76     20.00     20.00     24.20     24.20     10.85     10.85
    136.00      0.77     18.90     18.90     20.00     20.00     24.66     24.66     10.94     10.94
    137.00      0.10     19.01     19.01     20.00     20.00     25.05     25.05     11.00     11.00
    138.00     -0.30     19.14     19.14     20.00     20.00     25.51     25.51     11.05     11.05
    139.00     -0.50     19.25     19.25     20.00     20.00     25.92     25.92     11.10     11.10
    140.00     -0.70     19.28     19.28     20.00     20.00     25.98     25.98     11.15     11.15
    141.00     -0.90     19.30     19.30     20.00     20.00     26.00     26.00     11.19     11.19
    142.00     -1.05     19.31     19.31     20.00     20.00     26.00     26.00     11.23     11.23
    143.00     -1.20     17.23     17.23     17.50     17.50     22.65     22.65     11.26     11.26
    144.00     -1.40     15.58     15.58     15.48     15.48     20.08     20.08     11.27     11.27
    145.00     -1.57     15.38     15.38     15.48     15.48     19.29     19.29     11.25     11.25
    146.00     -1.59     14.72     14.72     15.00     15.00     17.69     17.69     11.20     11.20
    147.00     -1.65     14.48     14.48     15.00     15.00     16.79     16.79     11.12     11.12
    148.00     -1.75     14.16     14.16     15.00     15.00     15.64     15.64     11.02     11.02
    149.00     -1.81     14.02     14.02     15.00     15.00     15.18     15.18     10.89     10.89
    150.00     -1.85     13.94     13.94     15.00     15.00     15.00     15.00     10.75     10.75
    151.00     -1.90     13.90     13.90     15.00     15.00     15.00     15.00     10.60     10.60
    152.00     -1.94     15.74     15.74     17.50     17.50     17.51     17.51     10.44     10.44
    153.00     -1.91     17.58     17.58     20.00     20.00     20.01     20.01     10.30     10.30
    154.00     -0.53     17.72     17.72     20.00     20.00     20.60     20.60     10.26     10.26
    155.00      1.01     17.96     17.96     20.00     20.00     21.53     21.53     10.33     10.33
    156.00      1.10     18.17     18.17     20.00     20.00     22.30     22.30     10.39     10.39
    157.00      1.49     18.44     18.44     20.00     20.00     23.25     23.25     10.50     10.50
    158.00      2.23     18.69     18.69     20.00     20.00     24.10     24.10     10.67     10.67
    159.00      2.40     18.86     18.86     20.00     20.00     24.61     24.61     10.83     10.83
    160.00      2.40     19.03     19.03     20.00     20.00     25.11     25.11     11.00     11.00
    161.00      2.09     19.19     19.19     20.00     20.00     25.60     25.60     11.14     11.14
    162.00      1.55     19.28     19.28     20.00     20.00     25.87     25.87     11.26     11.26
    163.00      1.20     19.34     19.34     20.00     20.00     26.00     26.00     11.37     11.37
    164.00      0.85     19.37     19.37     20.00     20.00     26.00     26.00     11.47     11.47
    165.00      0.50     19.39     19.39     20.00     20.00     26.00     26.00     11.54     11.54
    166.00      0.15     19.40     19.40     20.00     20.00     26.00     26.00     11.60     11.60
    167.00     -0.20     17.39     17.39     17.52     17.52     22.85     22.85     11.65     11.65
    168.00     -0.54     15.84     15.84     15.66     15.66     20.38     20.38     11.67     11.67
    169.00     -0.90     15.62     15.62     15.64     15.64     19.56     19.56     11.64     11.64
    170.00     -1.30     14.89     14.89     15.00     15.00     17.99     17.99     11.57     11.57
    171.00     -1.70     14.63     14.63     15.00     15.00     17.05     17.05     11.46     11.46
    172.00     -2.10     14.30     14.30     15.00     15.00     15.87     15.87     11.31     11.31
    173.00     -2.50     14.10     14.10     15.00     15.00     15.27     15.27     11.13     11.13
    174.00     -2.90     13.98     13.98     15.00     15.00     15.00     15.00     10.93     10.93
    175.00     -3.30     13.92     13.92     15.00     15.00     15.00     15.00     10.70     10.70
    176.00     -3.70     15.74     15.74     17.50     17.50     17.50     17.50     10.46     10.46
    177.00     -3.92     17.56     17.56     20.00     20.00     20.00     20.00     10.22     10.22
    178.00     -2.54     17.57     17.57     20.00     20.00     20.15     20.15     10.11     10.11
    179.00     -0.64     17.76     17.76     20.00     20.00     20.90     20.90     10.14     10.14
    180.00      0.27     18.00     18.00     20.00     20.00     21.80     21.80     10.20     10.20
    181.00      0.51     18.26     18.26     20.00     20.00     22.75     22.75     10.29     10.29
    182.00      0.07     18.47     18.47     20.00     20.00     23.51     23.51     10.36     10.36
    183.00     -0.54     18.53     18.53     20.00     20.00     23.72     23.72     10.41     10.41
    184.00     -0.95     18.62     18.62     20.00     20.00     24.05     24.05     10.45     10.45
    185.00     -1.45     18.71     18.71     20.00     20.00     24.36     24.36     10.48     10.48
    186.00     -1.89     18.83     18.83     20.00     20.00     24.83     24.83     10.50     10.50
    187.00     -2.10     18.93     18.93     20.00     20.00     25.21     25.21     10.52     10.52
    188.00     -2.30     18.99     18.99     20.00     20.00     25.42     25.42     10.54     10.54
    189.00     -2.55     19.05     19.05     20.00     20.00     25.66     25.66     10.55     10.55
    190.00     -2.80     19.09     19.09     20.00     20.00     25.81     25.81     10.56     10.56
    191.00     -2.99     16.94     16.94     17.50     17.50     22.19     22.19     10.56     10.56
    192.00     -3.24     15.10     15.10     15.21     15.21     19.43     19.43     10.54     10.54
    193.00     -3.55     14.90     14.90     15.21     15.21     18.68     18.68     10.49     10.49
    194.00     -3.85     14.34     14.34     15.00     15.00     16.97     16.97     10.40     10.40
    195.00     -4.19     14.08     14.08     15.00     15.00     16.04     16.04     10.27     10.27
    196.00     -4.55     13.79     13.79     15.00     15.00     15.05     15.05     10.11     10.11
    197.00     -4.90     13.73     13.73     15.00     15.00     15.00     15.00      9.91      9.91
    198.00     -5.25     13.67     13.67     15.00     15.00     15.00     15.00      9.70      9.70
    199.00     -5.60     13.62     13.62     15.00     15.00     15.00     15.00      9.46      9.46
    200.00     -5.97     15.43     15.43     17.50     17.50     17.50     17.50      9.22      9.22
    201.00     -6.06     17.25     17.25     20.00     20.00     20.00     20.00      9.00      9.00
    202.00     -5.10     17.22     17.22     20.00     20.00     20.00     20.00      8.86      8.86
    203.00     -4.00     17.25     17.25     20.00     20.00     20.18     20.18      8.82      8.82
    204.00     -2.73     17.42     17.42     20.00     20.00     20.83     20.83      8.87      8.87
    205.00     -2.15     17.68     17.68     20.00     20.00     21.79     21.79      8.95      8.95
    206.00     -2.05     17.88     17.88     20.00     20.00     22.48     22.48      9.03      9.03
    207.00     -2.11     17.97     17.97     20.00     20.00     22.74     22.74      9.12      9.12
    208.00     -2.34     18.07     18.07     20.00     20.00     23.06     23.06      9.21      9.21
    209.00     -2.71     18.17     18.17     20.00     20.00     23.41     23.41      9.28      9.28
    210.00     -3.10     18.30     18.30     20.00     20.00     23.88     23.88      9.34      9.34
    211.00     -3.30     18.42     18.42     20.00     20.00     24.28     24.28      9.39      9.39
    212.00     -3.50     18.48     18.48     20.00     20.00     24.49     24.49      9.44      9.44
    213.00     -3.70     18.56     18.56     20.00     20.00     24.75     24.75      9.49      9.49
    214.00     -3.90     18.61     18.61     20.00     20.00     24.91     24.91      9.53      9.53
    215.00     -4.06     16.47     16.47     17.50     17.50     21.32     21.32      9.56      9.56
    216.00     -4.21     14.54     14.54     15.01     15.01     18.57     18.57      9.58      9.58
    217.00     -4.35     14.36     14.36     15.01     15.01     17.85     17.85      9.57      9.57
    218.00     -4.45     13.92     13.92     15.00     15.00     16.17     16.17      9.52      9.52
    219.00     -4.55     13.76     13.76     15.00     15.00     15.60     15.60      9.44      9.44
    220.00     -4.65     13.58     13.58     15.00     15.00     15.00     15.00      9.33      9.33
    221.00     -4.75     13.55     13.55     15.00     15.00     15.00     15.00      9.20      9.20
    222.00     -4.85     13.51     13.51     15.00     15.00     15.00     15.00      9.06      9.06
    223.00     -4.95     13.48     13.48     15.00     15.00     15.00     15.00      8.90      8.90
    224.00     -5.05     15.31     15.31     17.50     17.50     17.50     17.50      8.75      8.75
    225.00     -4.88     17.15     17.15     20.00     20.00     20.00     20.00      8.61      8.61
    226.00     -4.24     17.13     17.13     20.00     20.00     20.00     20.00      8.54      8.54
    227.00     -3.90     17.17     17.17     20.00     20.00     20.15     20.15      8.51      8.51
    228.00     -3.25     17.32     17.32     20.00     20.00     20.73     20.73      8.54      8.54
    229.00     -2.35     17.58     17.58     20.00     20.00     21.69     21.69      8.65      8.65
    230.00     -1.49     17.82     17.82     20.00     20.00     22.48     22.48      8.80      8.80
    231.00     -0.73     17.97     17.97     20.00     20.00     22.88     22.88      8.98      8.98
    232.00     -0.19     18.14     18.14     20.00     20.00     23.38     23.38      9.18      9.18
    233.00     -0.61     18.29     18.29     20.00     20.00     23.83     23.83      9.35      9.35
    234.00     -1.10     18.46     18.46     20.00     20.00     24.37     24.37      9.49      9.49
